file_id,genre,source_file,fs,duration_s,samples,target_snr_db,achieved_snr_db,clean_path,noisy_path,clipped
jazz_28,jazz,jazz.00032.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_28.wav,noisy/jazz_28.wav,False
jazz_29,jazz,jazz.00034.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_29.wav,noisy/jazz_29.wav,True
jazz_30,jazz,jazz.00035.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_30.wav,noisy/jazz_30.wav,True
jazz_31,jazz,jazz.00036.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_31.wav,noisy/jazz_31.wav,False
jazz_32,jazz,jazz.00038.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_32.wav,noisy/jazz_32.wav,True
jazz_33,jazz,jazz.00039.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_33.wav,noisy/jazz_33.wav,False
jazz_34,jazz,jazz.00040.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_34.wav,noisy/jazz_34.wav,True
jazz_35,jazz,jazz.00041.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_35.wav,noisy/jazz_35.wav,False
jazz_36,jazz,jazz.00042.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_36.wav,noisy/jazz_36.wav,False
jazz_37,jazz,jazz.00043.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_37.wav,noisy/jazz_37.wav,True
jazz_38,jazz,jazz.00044.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_38.wav,noisy/jazz_38.wav,True
jazz_39,jazz,jazz.00045.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_39.wav,noisy/jazz_39.wav,True
jazz_40,jazz,jazz.00047.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_40.wav,noisy/jazz_40.wav,False
jazz_41,jazz,jazz.00049.wav,22050,30.008,661676,-10.0,-10.0,clean/jazz_41.wav,noisy/jazz_41.wav,True
jazz_42,jazz,jazz.00050.wav,22050,30.351,669240,-10.0,-10.0,clean/jazz_42.wav,noisy/jazz_42.wav,True
jazz_43,jazz,jazz.00051.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_43.wav,noisy/jazz_43.wav,False
jazz_44,jazz,jazz.00053.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_44.wav,noisy/jazz_44.wav,True
jazz_45,jazz,jazz.00056.wav,22050,30.171,665280,-10.0,-10.0,clean/jazz_45.wav,noisy/jazz_45.wav,True
jazz_46,jazz,jazz.00057.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_46.wav,noisy/jazz_46.wav,True
jazz_47,jazz,jazz.00058.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_47.wav,noisy/jazz_47.wav,True
jazz_48,jazz,jazz.00059.wav,22050,30.481,672100,-10.0,-10.0,clean/jazz_48.wav,noisy/jazz_48.wav,True
jazz_49,jazz,jazz.00060.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_49.wav,noisy/jazz_49.wav,True
jazz_50,jazz,jazz.00061.wav,22050,30.241,666820,-10.0,-10.0,clean/jazz_50.wav,noisy/jazz_50.wav,True
jazz_51,jazz,jazz.00062.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_51.wav,noisy/jazz_51.wav,True
jazz_52,jazz,jazz.00063.wav,22050,30.351,669240,-10.0,-10.0,clean/jazz_52.wav,noisy/jazz_52.wav,True
jazz_53,jazz,jazz.00064.wav,22050,30.022,661980,-10.0,-10.0,clean/jazz_53.wav,noisy/jazz_53.wav,True
jazz_54,jazz,jazz.00066.wav,22050,30.271,667480,-10.0,-10.0,clean/jazz_54.wav,noisy/jazz_54.wav,True
jazz_55,jazz,jazz.00067.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_55.wav,noisy/jazz_55.wav,True
jazz_56,jazz,jazz.00068.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_56.wav,noisy/jazz_56.wav,False
jazz_57,jazz,jazz.00069.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_57.wav,noisy/jazz_57.wav,True
jazz_58,jazz,jazz.00070.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_58.wav,noisy/jazz_58.wav,False
jazz_59,jazz,jazz.00071.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_59.wav,noisy/jazz_59.wav,True
jazz_60,jazz,jazz.00072.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_60.wav,noisy/jazz_60.wav,True
jazz_61,jazz,jazz.00073.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_61.wav,noisy/jazz_61.wav,True
jazz_62,jazz,jazz.00075.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_62.wav,noisy/jazz_62.wav,True
jazz_63,jazz,jazz.00076.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_63.wav,noisy/jazz_63.wav,False
jazz_64,jazz,jazz.00077.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_64.wav,noisy/jazz_64.wav,True
jazz_65,jazz,jazz.00078.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_65.wav,noisy/jazz_65.wav,True
jazz_66,jazz,jazz.00079.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_66.wav,noisy/jazz_66.wav,False
jazz_67,jazz,jazz.00080.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_67.wav,noisy/jazz_67.wav,False
jazz_68,jazz,jazz.00081.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_68.wav,noisy/jazz_68.wav,False
jazz_69,jazz,jazz.00082.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_69.wav,noisy/jazz_69.wav,False
jazz_70,jazz,jazz.00083.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_70.wav,noisy/jazz_70.wav,True
jazz_71,jazz,jazz.00084.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_71.wav,noisy/jazz_71.wav,False
jazz_72,jazz,jazz.00085.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_72.wav,noisy/jazz_72.wav,False
jazz_73,jazz,jazz.00086.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_73.wav,noisy/jazz_73.wav,True
jazz_74,jazz,jazz.00087.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_74.wav,noisy/jazz_74.wav,False
jazz_75,jazz,jazz.00088.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_75.wav,noisy/jazz_75.wav,False
jazz_76,jazz,jazz.00089.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_76.wav,noisy/jazz_76.wav,False
jazz_77,jazz,jazz.00090.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_77.wav,noisy/jazz_77.wav,True
jazz_78,jazz,jazz.00091.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_78.wav,noisy/jazz_78.wav,True
jazz_79,jazz,jazz.00092.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_79.wav,noisy/jazz_79.wav,False
jazz_80,jazz,jazz.00093.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_80.wav,noisy/jazz_80.wav,True
jazz_81,jazz,jazz.00095.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_81.wav,noisy/jazz_81.wav,False
jazz_82,jazz,jazz.00096.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_82.wav,noisy/jazz_82.wav,False
jazz_83,jazz,jazz.00097.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_83.wav,noisy/jazz_83.wav,False
jazz_84,jazz,jazz.00098.wav,22050,30.013,661794,-10.0,-10.0,clean/jazz_84.wav,noisy/jazz_84.wav,False
metal_01,metal,metal.00000.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_01.wav,noisy/metal_01.wav,True
metal_02,metal,metal.00001.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_02.wav,noisy/metal_02.wav,False
metal_03,metal,metal.00002.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_03.wav,noisy/metal_03.wav,True
metal_04,metal,metal.00003.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_04.wav,noisy/metal_04.wav,True
metal_05,metal,metal.00004.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_05.wav,noisy/metal_05.wav,True
metal_06,metal,metal.00005.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_06.wav,noisy/metal_06.wav,False
metal_07,metal,metal.00006.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_07.wav,noisy/metal_07.wav,True
metal_08,metal,metal.00008.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_08.wav,noisy/metal_08.wav,False
metal_09,metal,metal.00009.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_09.wav,noisy/metal_09.wav,True
metal_10,metal,metal.00012.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_10.wav,noisy/metal_10.wav,True
metal_11,metal,metal.00014.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_11.wav,noisy/metal_11.wav,False
metal_12,metal,metal.00015.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_12.wav,noisy/metal_12.wav,True
metal_13,metal,metal.00016.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_13.wav,noisy/metal_13.wav,True
metal_14,metal,metal.00017.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_14.wav,noisy/metal_14.wav,False
metal_15,metal,metal.00018.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_15.wav,noisy/metal_15.wav,False
metal_16,metal,metal.00019.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_16.wav,noisy/metal_16.wav,True
metal_17,metal,metal.00023.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_17.wav,noisy/metal_17.wav,True
metal_18,metal,metal.00024.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_18.wav,noisy/metal_18.wav,True
metal_19,metal,metal.00025.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_19.wav,noisy/metal_19.wav,False
metal_20,metal,metal.00026.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_20.wav,noisy/metal_20.wav,True
metal_21,metal,metal.00027.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_21.wav,noisy/metal_21.wav,True
metal_22,metal,metal.00028.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_22.wav,noisy/metal_22.wav,True
metal_23,metal,metal.00029.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_23.wav,noisy/metal_23.wav,False
metal_24,metal,metal.00030.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_24.wav,noisy/metal_24.wav,True
metal_25,metal,metal.00031.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_25.wav,noisy/metal_25.wav,True
metal_26,metal,metal.00032.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_26.wav,noisy/metal_26.wav,True
metal_27,metal,metal.00033.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_27.wav,noisy/metal_27.wav,True
metal_28,metal,metal.00034.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_28.wav,noisy/metal_28.wav,False
metal_29,metal,metal.00035.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_29.wav,noisy/metal_29.wav,True
metal_30,metal,metal.00036.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_30.wav,noisy/metal_30.wav,True
metal_31,metal,metal.00037.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_31.wav,noisy/metal_31.wav,True
metal_32,metal,metal.00038.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_32.wav,noisy/metal_32.wav,True
metal_33,metal,metal.00039.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_33.wav,noisy/metal_33.wav,True
metal_34,metal,metal.00040.wav,22050,30.013,661794,-10.0,-10.0,clean/metal_34.wav,noisy/metal_34.wav,False
metal_35,metal,metal.00041.wav,22050,30.013,661794,-10.0,-10.0,clean/metal_35.wav,noisy/metal_35.wav,True
metal_36,metal,metal.00042.wav,22050,30.013,661794,-10.0,-10.0,clean/metal_36.wav,noisy/metal_36.wav,False
metal_37,metal,metal.00043.wav,22050,30.013,661794,-10.0,-10.0,clean/metal_37.wav,noisy/metal_37.wav,True
metal_38,metal,metal.00044.wav,22050,30.013,661794,-10.0,-10.0,clean/metal_38.wav,noisy/metal_38.wav,False
metal_39,metal,metal.00045.wav,22050,30.013,661794,-10.0,-10.0,clean/metal_39.wav,noisy/metal_39.wav,True
metal_40,metal,metal.00046.wav,22050,30.013,661794,-10.0,-10.0,clean/metal_40.wav,noisy/metal_40.wav,True
metal_41,metal,metal.00047.wav,22050,30.013,661794,-10.0,-10.0,clean/metal_41.wav,noisy/metal_41.wav,True
metal_42,metal,metal.00048.wav,22050,30.013,661794,-10.0,-10.0,clean/metal_42.wav,noisy/metal_42.wav,True
metal_43,metal,metal.00049.wav,22050,30.013,661794,-10.0,-10.0,clean/metal_43.wav,noisy/metal_43.wav,True
metal_44,metal,metal.00051.wav,22050,30.013,661794,-10.0,-10.0,clean/metal_44.wav,noisy/metal_44.wav,True
metal_45,metal,metal.00052.wav,22050,30.013,661794,-10.0,-10.0,clean/metal_45.wav,noisy/metal_45.wav,True
metal_46,metal,metal.00053.wav,22050,30.013,661794,-10.0,-10.0,clean/metal_46.wav,noisy/metal_46.wav,True
metal_47,metal,metal.00054.wav,22050,30.013,661794,-10.0,-10.0,clean/metal_47.wav,noisy/metal_47.wav,True
metal_48,metal,metal.00055.wav,22050,30.013,661794,-10.0,-10.0,clean/metal_48.wav,noisy/metal_48.wav,True
metal_49,metal,metal.00056.wav,22050,30.013,661794,-10.0,-10.0,clean/metal_49.wav,noisy/metal_49.wav,True
metal_50,metal,metal.00057.wav,22050,30.013,661794,-10.0,-10.0,clean/metal_50.wav,noisy/metal_50.wav,True
metal_51,metal,metal.00058.wav,22050,30.013,661794,-10.0,-10.0,clean/metal_51.wav,noisy/metal_51.wav,True
metal_52,metal,metal.00059.wav,22050,30.013,661794,-10.0,-10.0,clean/metal_52.wav,noisy/metal_52.wav,False
metal_53,metal,metal.00060.wav,22050,30.013,661794,-10.0,-10.0,clean/metal_53.wav,noisy/metal_53.wav,True
metal_54,metal,metal.00061.wav,22050,30.013,661794,-10.0,-10.0,clean/metal_54.wav,noisy/metal_54.wav,True
metal_55,metal,metal.00062.wav,22050,30.013,661794,-10.0,-10.0,clean/metal_55.wav,noisy/metal_55.wav,True
metal_56,metal,metal.00063.wav,22050,30.013,661794,-10.0,-10.0,clean/metal_56.wav,noisy/metal_56.wav,True
metal_57,metal,metal.00064.wav,22050,30.013,661794,-10.0,-10.0,clean/metal_57.wav,noisy/metal_57.wav,True
metal_58,metal,metal.00065.wav,22050,30.013,661794,-10.0,-10.0,clean/metal_58.wav,noisy/metal_58.wav,True
metal_59,metal,metal.00066.wav,22050,30.013,661794,-10.0,-10.0,clean/metal_59.wav,noisy/metal_59.wav,False
metal_60,metal,metal.00067.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_60.wav,noisy/metal_60.wav,True
metal_61,metal,metal.00069.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_61.wav,noisy/metal_61.wav,True
metal_62,metal,metal.00070.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_62.wav,noisy/metal_62.wav,False
metal_63,metal,metal.00073.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_63.wav,noisy/metal_63.wav,True
metal_64,metal,metal.00075.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_64.wav,noisy/metal_64.wav,True
metal_65,metal,metal.00076.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_65.wav,noisy/metal_65.wav,True
metal_66,metal,metal.00077.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_66.wav,noisy/metal_66.wav,True
metal_67,metal,metal.00078.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_67.wav,noisy/metal_67.wav,True
metal_68,metal,metal.00079.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_68.wav,noisy/metal_68.wav,True
metal_69,metal,metal.00080.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_69.wav,noisy/metal_69.wav,True
metal_70,metal,metal.00081.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_70.wav,noisy/metal_70.wav,True
metal_71,metal,metal.00082.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_71.wav,noisy/metal_71.wav,True
metal_72,metal,metal.00083.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_72.wav,noisy/metal_72.wav,True
metal_73,metal,metal.00084.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_73.wav,noisy/metal_73.wav,True
metal_74,metal,metal.00085.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_74.wav,noisy/metal_74.wav,True
metal_75,metal,metal.00086.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_75.wav,noisy/metal_75.wav,True
metal_76,metal,metal.00089.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_76.wav,noisy/metal_76.wav,True
metal_77,metal,metal.00090.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_77.wav,noisy/metal_77.wav,True
metal_78,metal,metal.00093.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_78.wav,noisy/metal_78.wav,True
metal_79,metal,metal.00094.wav,22050,30.0,661504,-10.0,-10.0,clean/metal_79.wav,noisy/metal_79.wav,False
metal_80,metal,metal.00095.wav,22050,30.013,661794,-10.0,-10.0,clean/metal_80.wav,noisy/metal_80.wav,True
metal_81,metal,metal.00096.wav,22050,30.013,661794,-10.0,-10.0,clean/metal_81.wav,noisy/metal_81.wav,True
metal_82,metal,metal.00098.wav,22050,30.013,661794,-10.0,-10.0,clean/metal_82.wav,noisy/metal_82.wav,True
metal_83,metal,metal.00099.wav,22050,30.013,661794,-10.0,-10.0,clean/metal_83.wav,noisy/metal_83.wav,True
pop_01,pop,pop.00000.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_01.wav,noisy/pop_01.wav,True
pop_02,pop,pop.00001.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_02.wav,noisy/pop_02.wav,True
pop_03,pop,pop.00002.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_03.wav,noisy/pop_03.wav,True
pop_04,pop,pop.00003.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_04.wav,noisy/pop_04.wav,True
pop_05,pop,pop.00004.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_05.wav,noisy/pop_05.wav,True
pop_06,pop,pop.00005.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_06.wav,noisy/pop_06.wav,False
pop_07,pop,pop.00006.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_07.wav,noisy/pop_07.wav,False
pop_08,pop,pop.00007.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_08.wav,noisy/pop_08.wav,False
pop_09,pop,pop.00008.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_09.wav,noisy/pop_09.wav,True
pop_10,pop,pop.00009.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_10.wav,noisy/pop_10.wav,False
pop_11,pop,pop.00010.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_11.wav,noisy/pop_11.wav,True
pop_12,pop,pop.00011.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_12.wav,noisy/pop_12.wav,False
pop_13,pop,pop.00013.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_13.wav,noisy/pop_13.wav,True
pop_14,pop,pop.00014.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_14.wav,noisy/pop_14.wav,True
pop_15,pop,pop.00015.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_15.wav,noisy/pop_15.wav,True
pop_16,pop,pop.00016.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_16.wav,noisy/pop_16.wav,False
pop_17,pop,pop.00017.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_17.wav,noisy/pop_17.wav,False
pop_18,pop,pop.00018.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_18.wav,noisy/pop_18.wav,True
pop_19,pop,pop.00019.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_19.wav,noisy/pop_19.wav,False
pop_20,pop,pop.00021.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_20.wav,noisy/pop_20.wav,True
pop_21,pop,pop.00022.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_21.wav,noisy/pop_21.wav,True
pop_22,pop,pop.00023.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_22.wav,noisy/pop_22.wav,True
pop_23,pop,pop.00024.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_23.wav,noisy/pop_23.wav,True
pop_24,pop,pop.00025.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_24.wav,noisy/pop_24.wav,True
pop_25,pop,pop.00026.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_25.wav,noisy/pop_25.wav,True
pop_26,pop,pop.00027.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_26.wav,noisy/pop_26.wav,True
pop_27,pop,pop.00028.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_27.wav,noisy/pop_27.wav,True
pop_28,pop,pop.00030.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_28.wav,noisy/pop_28.wav,True
pop_29,pop,pop.00031.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_29.wav,noisy/pop_29.wav,True
pop_30,pop,pop.00032.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_30.wav,noisy/pop_30.wav,False
pop_31,pop,pop.00033.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_31.wav,noisy/pop_31.wav,True
pop_32,pop,pop.00034.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_32.wav,noisy/pop_32.wav,False
pop_33,pop,pop.00037.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_33.wav,noisy/pop_33.wav,True
pop_34,pop,pop.00038.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_34.wav,noisy/pop_34.wav,True
pop_35,pop,pop.00039.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_35.wav,noisy/pop_35.wav,True
pop_36,pop,pop.00040.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_36.wav,noisy/pop_36.wav,True
pop_37,pop,pop.00041.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_37.wav,noisy/pop_37.wav,False
pop_38,pop,pop.00042.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_38.wav,noisy/pop_38.wav,True
pop_39,pop,pop.00043.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_39.wav,noisy/pop_39.wav,True
pop_40,pop,pop.00044.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_40.wav,noisy/pop_40.wav,True
pop_41,pop,pop.00045.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_41.wav,noisy/pop_41.wav,True
pop_42,pop,pop.00046.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_42.wav,noisy/pop_42.wav,True
pop_43,pop,pop.00047.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_43.wav,noisy/pop_43.wav,True
pop_44,pop,pop.00048.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_44.wav,noisy/pop_44.wav,True
pop_45,pop,pop.00049.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_45.wav,noisy/pop_45.wav,True
pop_46,pop,pop.00050.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_46.wav,noisy/pop_46.wav,True
pop_47,pop,pop.00052.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_47.wav,noisy/pop_47.wav,True
pop_48,pop,pop.00053.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_48.wav,noisy/pop_48.wav,True
pop_49,pop,pop.00054.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_49.wav,noisy/pop_49.wav,True
pop_50,pop,pop.00056.wav,22050,30.0,661504,-10.0,-10.0,clean/pop_50.wav,noisy/pop_50.wav,True
